AMDVX,0.0
FSMDX,0.0
FRESX,0.0
FSSNX,0.0
FXAIX,0.0
FXNAX,0.23061
MSSIX,0.0
MXYKX,0.0
PIMIX,0.58812
QUAIX,0.0162
RERGX,0.0
TBCIX,0.08351
UBVFX,0.0
VEIRX,0.0
VFTNX,0.0
VTPSX,0.0
WATFX,0.08156
